species
"Abditibacterium utsteinense"
"Paraburkholderia jirisanensis"
"Paraburkholderia kururiensis"
"Paraburkholderia lacunae"
"Paraburkholderia madseniana"
"Paraburkholderia megapolitana"
"Paraburkholderia metalliresistens"
"Paraburkholderia mimosarum"
"Paraburkholderia monticola"
"Paraburkholderia nodosa"
"Paraburkholderia oxyphila"
"Paraburkholderia pallida"
"Paraburkholderia pallidirosea"
"Paraburkholderia panacihumi"
"Paraburkholderia panacisoli"
"Paraburkholderia phenazinium"
"Paraburkholderia phenoliruptrix"
"Paraburkholderia phosphatilytica"
"Paraburkholderia phymatum"
"Paraburkholderia phytofirmans"
"Paraburkholderia piptadeniae"
"Paraburkholderia rhynchosiae"
"Paraburkholderia ribeironis"
"Paraburkholderia sabiae"
"Paraburkholderia sacchari"
"Paraburkholderia sartisoli"
"Paraburkholderia sediminicola"
"Paraburkholderia silvatlantica"
"Paraburkholderia silviterrae"
"Paraburkholderia sp."
"Paraburkholderia sprentiae"
"Paraburkholderia susongensis"
"Paraburkholderia telluris"
"Paraburkholderia terrae"
"Paraburkholderia terricola"
"Paraburkholderia tropica"
"Paraburkholderia tuberum"
"Paraburkholderia unamae"
"Paraburkholderia xenovorans"
"Paracandidimonas caeni"
"Paracandidimonas soli"
"Parachlamydia acanthamoebae"
"Paraclostridium benzoelyticum"
"Paraclostridium bifermentans"
"Paraclostridium dentum"
"Paraclostridium sp."
"Paracnuella aquatica"
"Paracoccus acridae"
"Paracoccus aerius"
"Paracoccus aestuarii"
"Paracoccus aestuariivivens"
"Paracoccus alcaliphilus"
"Paracoccus alimentarius"
"Paracoccus alkenifer"
"Paracoccus aminophilus"
"Paracoccus aminovorans"
"Paracoccus aquimaris"
"Paracoccus aurantiacus"
"Paracoccus bengalensis"
"Paracoccus caeni"
"Paracoccus cavernae"
"Paracoccus chinensis"
"Paracoccus communis"
"Paracoccus contaminans"
"Paracoccus denitrificans"
"Paracoccus ferrooxidans"
"Paracoccus fistulariae"
"Paracoccus fontiphilus"
"Paracoccus haematequi"
"Paracoccus haeundaensis"
"Paracoccus halophilus"
"Paracoccus hibisci"
"Paracoccus hibiscisoli"
"Paracoccus homiensis"
"Paracoccus huijuniae"
"Paracoccus indicus"
"Paracoccus isoporae"
"Paracoccus kocurii"
"Paracoccus kondratievae"
"Paracoccus koreensis"
"Paracoccus laeviglucosivorans"
"Paracoccus limosus"
"Paracoccus litorisediminis"
"Paracoccus mangrovi"
"Paracoccus marinus"
"Paracoccus nototheniae"
"Paracoccus oceanense"
"Paracoccus panacisoli"
"Paracoccus pantotrophus"
"Paracoccus rhizosphaerae"
"Paracoccus salipaludis"
"Paracoccus saliphilus"
"Paracoccus sanguinis"
"Paracoccus sediminilitoris"
"Paracoccus sediminis"
"Paracoccus seriniphilus"
"Paracoccus siganidrum"
"Paracoccus solventivorans"
"Paracoccus sordidisoli"
"Paracoccus sp."
"Paracoccus sphaerophysae"
"Paracoccus subflavus"
"Paracoccus sulfuroxidans"
"Paracoccus tegillarcae"
"Paracoccus thiocyanatus"
"Paracoccus tibetensis"
"Paracoccus versutus"
"Paracoccus yeei"
"Paracoccus zeaxanthinifaciens"
"Paraconexibacter algicola"
"Paracraurococcus ruber"
"Paradesulfitobacterium aromaticivorans"
"Paradesulfovibrio bizertensis"
"Paradonghicola geojensis"
"Paraeggerthella hongkongensis"
"Paraferrimonas haliotis"
"Paraferrimonas sedimenticola"
"Parafilimonas rhizosphaerae"
"Parafilimonas terrae"
"Paraflavitalea soli"
"Parafrigoribacterium mesophilum"
"Parageobacillus caldoxylosilyticus"
"Parageobacillus galactosidasius"
"Parageobacillus thermantarcticus"
"Parageobacillus thermoglucosidasius"
"Parageobacillus toebii"
"Parageobacillus yumthangensis"
"Paraglaciecola aestuariivivens"
"Paraglaciecola agarilytica"
"Paraglaciecola aquimarina"
"Paraglaciecola arctica"
"Paraglaciecola chathamensis"
"Paraglaciecola hydrolytica"
"Paraglaciecola mesophila"
"Paraglaciecola oceanifecundans"
"Paraglaciecola polaris"
"Paraglaciecola psychrophila"
"Parahaliea aestuarii"
"Parahaliea mediterranea"
"Paralactobacillus selangorensis"
"Paralcaligenes ginsengisoli"
"Paralcaligenes ureilyticus"
"Paraliobacillus quinghaiensis"
"Paraliobacillus ryukyuensis"
"Paraliobacillus salinarum"
"Paraliobacillus sediminis"
"Paraliobacillus sp."
"Paraliobacillus zengyii"
"Paralkalibacillus indicireducens"
"Paramaledivibacter caminithermalis"
"Paramoritella alkaliphila"
"Paramoritella sediminis"
"Paramuribaculum intestinale"
"Paraoerskovia marina"
"Paraoerskovia sediminicola"
"Parapedobacter composti"
"Parapedobacter defluvii"
"Parapedobacter deserti"
"Parapedobacter indicus"
"Parapedobacter koreensis"
"Parapedobacter luteus"
"Parapedobacter lycopersici"
"Parapedobacter pyrenivorans"
"Parapedobacter soli"
"Parapedobacter sp."
"Paraperlucidibaca baekdonensis"
"Paraperlucidibaca wandonensis"
"Paraphotobacterium marinum"
"Parapontixanthobacter aurantiacus"
"Paraprevotella clara"
"Paraprevotella xylaniphila"
"Parapseudoflavitalea muciniphila"
"Parapusillimonas granuli"
"Pararcticibacter amylolyticus"
"Pararhizobium antarcticum"
"Pararhizobium capsulatum"
"Pararhizobium herbae"
"Pararhodobacter aggregans"
"Pararhodobacter oceanensis"
"Pararhodobacter zhoushanensis"
"Pararhodospirillum oryzae"
"Pararhodospirillum photometricum"
"Pararhodospirillum sulfurexigens"
"Pararobbsia alpina"
"Parasaccharibacter apium"
"Parascardovia denticolens"
"Parasediminibacterium paludis"
"Parasegetibacter luojiensis"
"Parasegetibacter terrae"
"Parashewanella curva"
"Parashewanella spongiae"
"Parashewanella tropica"
"Parasphingopyxis algicola"
"Parasphingopyxis lamellibrachiae"
"Parasphingorhabdus flavimaris"
"Parasphingorhabdus litoris"
"Parasphingorhabdus marina"
"Parasphingorhabdus pacifica"
"Parasporobacterium paucivorans"
"Parasutterella excrementihominis"
"Parasutterella secunda"
"Paratractidigestivibacter faecalis"
"Paraurantiacibacter namhicola"
"Paremcibacter congregatus"
"Parerythrobacter jejuensis"
"Parerythrobacter lutipelagi"
"Paroceanicella profunda"
"Parolsenella catena"
"Parolsenella massiliensis"
"Parvibaculum hydrocarboniclasticum"
"Parvibaculum indicum"
"Parvibaculum lavamentivorans"
"Parvibaculum sedimenti"
"Parvibium lacunae"
"Parvimonas micra"
"Parvimonas sp."
"Parviterribacter kavangonensis"
"Parviterribacter multiflagellatus"
"Parvopolyspora pallida"
"Parvularcula bermudensis"
"Parvularcula dongshanensis"
"Parvularcula lutaonensis"
"Parvularcula marina"
"Pasteurella aerogenes"
"Pasteurella bettyae"
"Pasteurella caballi"
"Pasteurella caecimuris"
"Pasteurella canis"
"Pasteurella dagmatis"
"Pasteurella langaaensis"
"Pasteurella mairii"
"Pasteurella multocida"
"Pasteurella multocida subsp. gallicida"
"Pasteurella multocida subsp. multocida"
"Pasteurella multocida subsp. septica"
"Pasteurella oralis"
"Pasteurella skyensis"
"Pasteurella sp."
"Pasteurella stomatis"
"Pasteurella testudinis"
"Patiriisocius marinistellae"
"Patulibacter americanus"
"Patulibacter brassicae"
"Patulibacter ginsengiterrae"
"Patulibacter medicamentivorans"
"Patulibacter minatonensis"
"Paucibacter oligotrophus"
"Paucibacter toxinivorans"
"Paucidesulfovibrio capillatus"
"Paucidesulfovibrio gracilis"
"Paucidesulfovibrio longus"
"Paucilactobacillus hokkaidonensis"
"Paucilactobacillus kaifaensis"
"Paucilactobacillus nenjiangensis"
"Paucilactobacillus oligofermentans"
"Paucilactobacillus suebicus"
"Paucilactobacillus vaccinostercus"
"Paucilactobacillus wasatchensis"
"Paucimonas lemoignei"
"Paucisalibacillus algeriensis"
"Paucisalibacillus globulus"
"Pauljensenia hongkongensis"
"Pectinatus brassicae"
"Pectinatus cerevisiiphilus"
"Pectinatus frisingensis"
"Pectinatus haikarae"
"Pectinatus sottacetonis"
"Pectinatus sp."
"Pectobacterium actinidiae"
"Pectobacterium aroidearum"
"Pectobacterium atrosepticum"
"Pectobacterium betavasculorum"
"Pectobacterium brasiliense"
"Pectobacterium cacticida"
"Pectobacterium carotovorum"
"Pectobacterium carotovorum subsp. carotovorum"
"Pectobacterium fontis"
"Pectobacterium odoriferum"
"Pectobacterium parmentieri"
"Pectobacterium peruviense"
"Pectobacterium polaris"
"Pectobacterium polonicum"
"Pectobacterium punjabense"
"Pectobacterium versatile"
"Pectobacterium wasabiae"
"Pediococcus acidilactici"
"Pediococcus argentinicus"
"Pediococcus cellicola"
"Pediococcus claussenii"
"Pediococcus damnosus"
"Pediococcus ethanolidurans"
"Pediococcus inopinatus"
"Pediococcus parvulus"
"Pediococcus pentosaceus"
"Pediococcus sp."
"Pediococcus stilesii"
"Pedobacter africanus"
"Pedobacter agri"
"Pedobacter agrisoli"
"Pedobacter alluvionis"
"Pedobacter antarcticus"
"Pedobacter aquatilis"
"Pedobacter arcticus"
"Pedobacter bambusae"
"Pedobacter borealis"
"Pedobacter boryungensis"
"Pedobacter caeni"
"Pedobacter chinensis"
"Pedobacter chitinilyticus"
"Pedobacter cryoconitis"
"Pedobacter daechungensis"
"Pedobacter daejeonensis"
"Pedobacter duraquae"
"Pedobacter edaphicus"
"Pedobacter ginsengiterrae"
"Pedobacter ginsenosidimutans"
"Pedobacter glacialis"
"Pedobacter glucosidilyticus"
"Pedobacter hartonius"
"Pedobacter helvus"
"Pedobacter heparinus"
"Pedobacter himalayensis"
"Pedobacter humi"
"Pedobacter humicola"
"Pedobacter indicus"
"Pedobacter insulae"
"Pedobacter jamesrossensis"
"Pedobacter jejuensis"
"Pedobacter jeongneungensis"
"Pedobacter koreensis"
"Pedobacter kyonggii"
"Pedobacter lentus"
"Pedobacter lithocola"
"Pedobacter lotistagni"
"Pedobacter lusitanus"
"Pedobacter lycopersici"
"Pedobacter mendelii"
"Pedobacter metabolipauper"
"Pedobacter miscanthi"
"Pedobacter mongoliensis"
"Pedobacter nutrimenti"
"Pedobacter nyackensis"
"Pedobacter panaciterrae"
"Pedobacter petrophilus"
"Pedobacter pituitosus"
"Pedobacter psychrophilus"
"Pedobacter psychrotolerans"
"Pedobacter puniceum"
"Pedobacter quisquiliarum"
"Pedobacter rhizosphaerae"
"Pedobacter roseus"
"Pedobacter sandarakinus"
"Pedobacter seoulensis"
"Pedobacter soli"
"Pedobacter solisilvae"
"Pedobacter sp."
"Pedobacter steynii"
"Pedobacter suwonensis"
"Pedobacter terrae"
"Pedobacter terricola"
"Pedobacter trunci"
"Pedobacter ureilyticus"
"Pedobacter vanadiisoli"
"Pedobacter westerhofensis"
"Pedobacter yulinensis"
"Pedobacter zeae"
"Pedococcus aerophilus"
"Pedococcus badiiscoriae"
"Pedococcus bigeumensis"
"Pedococcus cremeus"
"Pedococcus dokdonensis"
"Pedococcus ginsenosidimutans"
"Pedococcus soli"
"Pelagerythrobacter aerophilus"
"Pelagerythrobacter marensis"
"Pelagerythrobacter marinus"
"Pelagibacterium halotolerans"
"Pelagibacterium lacus"
"Pelagibacterium lentulum"
"Pelagibacterium lixinzhangensis"
"Pelagibacterium luteolum"
"Pelagibacterium montanilacus"
"Pelagibacterium nitratireducens"
"Pelagibacterium sediminicola"
"Pelagibaculum spongiae"
"Pelagibius litoralis"
"Pelagicoccus albus"
"Pelagicoccus croceus"
"Pelagicoccus litoralis"
"Pelagicoccus mobilis"
"Pelagicola litoralis"
"Pelagimonas phthalicica"
"Pelagimonas varians"
"Pelagirhabdus alkalitolerans"
"Pelagirhabdus fermentum"
"Pelagivirga dicentrarchi"
"Pelagivirga sediminicola"
"Pelistega europaea"
"Pelistega indica"
"Pelistega ratti"
"Pelistega sp."
"Pelistega suis"
"Pelobacter acidigallici"
"Pelobacter massiliensis"
"Pelobacter propionicus"
"Pelobacter seleniigenes"
"Pelobacter sp."
"Pelobium manganitolerans"
"Pelolinea submarina"
"Pelomicrobium methylotrophicum"
"Pelomonas aquatica"
"Pelomonas puraquae"
"Pelomonas saccharophila"
"Pelomonas sp."
"Pelosinus defluvii"
"Pelosinus fermentans"
"Pelosinus propionicus"
"Pelosinus sp."
"Pelospora glutarica"
"Pelotomaculum propionicicum"
"Pelotomaculum schinkii"
"Pelotomaculum sp."
"Pelotomaculum terephthalicicum"
"Pelotomaculum thermopropionicum"
"Peptacetobacter hiranonis"
"Peptacetobacter hominis"
"Peptoanaerobacter stomatis"
"Peptoclostridium acidaminophilum"
"Peptoclostridium litorale"
"Peptococcus niger"
"Peptococcus simiae"
"Peptoniphilus asaccharolyticus"
"Peptoniphilus catoniae"
"Peptoniphilus coxii"
"Peptoniphilus duerdenii"
"Peptoniphilus gorbachii"
"Peptoniphilus grossensis"
"Peptoniphilus harei"
"Peptoniphilus indolicus"
"Peptoniphilus ivorii"
"Peptoniphilus koenoeneniae"
"Peptoniphilus lacrimalis"
"Peptoniphilus lacydonensis"
"Peptoniphilus methioninivorax"
"Peptoniphilus mikwangii"
"Peptoniphilus obesi"
"Peptoniphilus olsenii"
"Peptoniphilus pacaensis"
"Peptoniphilus porci"
"Peptoniphilus rhinitidis"
"Peptoniphilus senegalensis"
"Peptoniphilus sp."
"Peptoniphilus stercorisuis"
"Peptoniphilus timonensis"
"Peptoniphilus tyrrelliae"
"Peptoniphilus vaginalis"
"Peptostreptococcus anaerobius"
"Peptostreptococcus canis"
"Peptostreptococcus massiliensis"
"Peptostreptococcus porci"
"Peptostreptococcus russellii"
"Peptostreptococcus sp."
"Peptostreptococcus stomatis"
"Peredibacter starrii"
"Perexilibacter aurantiacus"
"Peribacillus acanthi"
"Peribacillus alkalitolerans"
"Peribacillus asahii"
"Peribacillus butanolivorans"
"Peribacillus cavernae"
"Peribacillus deserti"
"Peribacillus endoradicis"
"Peribacillus glennii"
"Peribacillus gossypii"
"Peribacillus huizhouensis"
"Peribacillus kribbensis"
"Peribacillus loiseleuriae"
"Peribacillus muralis"
"Peribacillus psychrosaccharolyticus"
"Peribacillus saganii"
"Peribacillus simplex"
"Peribacillus sp."
"Perlucidibaca aquatica"
"Perlucidibaca piscinae"
"Permianibacter aggregans"
"Persephonella atlantica"
"Persephonella hydrogeniphila"
"Persephonella marina"
"Persicirhabdus sediminis"
"Persicitalea jodogahamensis"
"Persicobacter diffluens"
"Persicobacter psychrovividus"
"Perspicuibacter marinus"
"Petrimonas mucosa"
"Petrimonas sulfuriphila"
"Petrocella atlantisensis"
"Petroclostridium xylanilyticum"
"Petrothermobacter organivorans"
"Petrotoga halophila"
"Petrotoga mexicana"
"Petrotoga miotherma"
"Petrotoga mobilis"
"Petrotoga olearia"
"Petrotoga sibirica"
"Phaeobacter gallaeciensis"
"Phaeobacter inhibens"
"Phaeobacter italicus"
"Phaeobacter piscinae"
"Phaeobacter porticola"
"Phaeobacter sp."
"Phaeobacterium nitratireducens"
"Phaeochromatium fluminis"
"Phaeocystidibacter luteus"
"Phaeocystidibacter marisrubri"
"Phaeodactylibacter luteus"
"Phaeodactylibacter xiamenensis"
"Phaeospirillum chandramohanii"
"Phaeospirillum tilakii"
"Phaeovibrio sulfidiphilus"
"Phaeovulum veldkampii"
"Phaeovulum vinaykumarii"
"Phascolarctobacterium faecium"
"Phascolarctobacterium succinatutens"
"Phascolarctobacterium wakonense"
"Phaselicystis flava"
"Phaseolibacter flectens"
"Phenylobacterium aquaticum"
"Phenylobacterium composti"
"Phenylobacterium conjunctum"
"Phenylobacterium deserti"
"Phenylobacterium falsum"
"Phenylobacterium haematophilum"
"Phenylobacterium hankyongense"
"Phenylobacterium immobile"
"Phenylobacterium koreense"
"Phenylobacterium lituiforme"
"Phenylobacterium muchangponense"
"Phenylobacterium panacis"
"Phenylobacterium soli"
"Phenylobacterium sp."
"Phenylobacterium zucineum"
"Phocaeicola abscessus"
"Phocaeicola barnesiae"
"Phocaeicola coprocola"
"Phocaeicola coprophilus"
"Phocaeicola dorei"
"Phocaeicola massiliensis"
"Phocaeicola paurosaccharolyticus"
"Phocaeicola plebeius"
"Phocaeicola salanitronis"
"Phocaeicola sartorii"
"Phocaeicola sp."
"Phocaeicola vulgatus"
"Phocoenobacter uteri"
"Phorcysia thermohydrogeniphila"
"Phormidium sp."
"Photobacterium aestuarii"
"Photobacterium alginatilyticum"
"Photobacterium angustum"
"Photobacterium aphoticum"
"Photobacterium aplysiae"
"Photobacterium aquae"
"Photobacterium aquimaris"
"Photobacterium carnosum"
"Photobacterium chitinilyticum"
"Photobacterium damselae"
"Photobacterium damselae subsp. piscicida"
"Photobacterium frigidiphilum"
"Photobacterium gaetbulicola"
"Photobacterium galatheae"
"Photobacterium ganghwense"
"Photobacterium halotolerans"
"Photobacterium iliopiscarium"
"Photobacterium indicum"
"Photobacterium jeanii"
"Photobacterium kishitanii"
"Photobacterium leiognathi"
"Photobacterium lipolyticum"
"Photobacterium lucens"
"Photobacterium lutimaris"
"Photobacterium panuliri"
"Photobacterium phosphoreum"
"Photobacterium piscicola"
"Photobacterium profundum"
"Photobacterium proteolyticum"
"Photobacterium rosenbergii"
"Photobacterium salinisoli"
"Photobacterium sanctipauli"
"Photobacterium sanguinicancri"
"Photobacterium sp."
"Photobacterium swingsii"
"Photobacterium toruni"
"Photorhabdus akhurstii"
"Photorhabdus asymbiotica"
"Photorhabdus australis"
"Photorhabdus bodei"
"Photorhabdus caribbeanensis"
"Photorhabdus cinerea"
"Photorhabdus hainanensis"
"Photorhabdus heterorhabditis"
"Photorhabdus kayaii"
"Photorhabdus khanii"
"Photorhabdus kleinii"
"Photorhabdus laumondii"
"Photorhabdus laumondii subsp. clarkei"
"Photorhabdus luminescens"
"Photorhabdus namnaonensis"
"Photorhabdus noenieputensis"
"Photorhabdus stackebrandtii"
"Photorhabdus tasmaniensis"
"Photorhabdus temperata"
"Photorhabdus thracensis"
"Phreatobacter cathodiphilus"
"Phreatobacter oligotrophus"
"Phreatobacter stygius"
"Phycicoccus duodecadis"
"Phycicoccus elongatus"
"Phycicoccus endophyticus"
"Phycicoccus ginsengisoli"
"Phycicoccus jejuensis"
"Phycicoccus ochangensis"
"Phycicoccus sp."
"Phycisphaera mikurensis"
"Phyllobacterium catacumbae"
"Phyllobacterium endophyticum"
"Phyllobacterium myrsinacearum"
"Phyllobacterium salinisoli"
"Phyllobacterium sp."
"Phyllobacterium trifolii"
"Phyllobacterium zundukense"
"Phytoactinopolyspora alkaliphila"
"Phytoactinopolyspora endophytica"
"Phytoactinopolyspora mesophila"
"Phytobacter diazotrophicus"
"Phytobacter massiliensis"
"Phytobacter sp."
"Phytobacter ursingii"
"Phytohabitans flavus"
"Phytohabitans houttuyneae"
"Phytohabitans kaempferiae"
"Phytohabitans rumicis"
"Phytohabitans suffuscus"
"Phytohalomonas tamaricis"
"Phytomonospora cypria"
"Phytomonospora endophytica"
"Picrophilus oshimae"
"Picrophilus torridus"
"Piezobacter thermophilus"
"Pigmentiphaga aceris"
"Pigmentiphaga daeguensis"
"Pigmentiphaga humi"
"Pigmentiphaga kullae"
"Pigmentiphaga litoralis"
"Pigmentiphaga soli"
"Pigmentiphaga sp."
"Pilibacter termitis"
"Pilimelia anulata"
"Pilimelia columellifera"
"Pilimelia columellifera subsp. pallida"
"Pilimelia sp."
"Pilimelia terevasa"
"Pinisolibacter ravus"
"Pirellula staleyi"
"Pirellulimonas nuda"
"Piscibacillus halophilus"
"Piscibacillus salipiscarius"
"Piscicoccus intestinalis"
"Pisciglobus halotolerans"
"Piscinibacter aquaticus"
"Piscinibacter caeni"
"Piscinibacter defluvii"
"Piscinibacterium candidicorallinum"
"Planctobacterium marinum"
"Planctomicrobium piriforme"
"Planctomonas deserti"
"Planctomonas psychrotolerans"
"Planctomyces sp."
"Planctopirus ephydatiae"
"Planctopirus limnophila"
"Planifilum composti"
"Planifilum fimeticola"
"Planifilum fulgidum"
"Planifilum yunnanense"
"Planktomarina temperata"
"Planktosalinus lacus"
"Planktotalea arctica"
"Planktotalea frisia"
"Planktotalea lamellibrachiae"
"Planktothricoides raciborskii"
"Planktothrix rubescens"
"Planobispora longispora"
"Planobispora rosea"
"Planobispora siamensis"
"Planobispora takensis"
"Planococcus alkanoclasticus"
"Planococcus antarcticus"
"Planococcus antioxidans"
"Planococcus chinensis"
"Planococcus citreus"
"Planococcus columbae"
"Planococcus dechangensis"
"Planococcus donghaensis"
"Planococcus glaciei"
"Planococcus halocryophilus"
"Planococcus halotolerans"
"Planococcus kocurii"
"Planococcus koreensis"
"Planococcus lenghuensis"
"Planococcus maitriensis"
"Planococcus maritimus"
"Planococcus mcmeekinii"
"Planococcus okeanokoites"
"Planococcus plakortidis"
"Planococcus psychrophilus"
"Planococcus rifietoensis"
"Planococcus ruber"
"Planococcus salinarum"
"Planococcus salinus"
"Planococcus sp."
"Planococcus stackebrandtii"
"Planococcus versutus"
"Planomicrobium iranicum"
"Planomonospora alba"
"Planomonospora algeriensis"
"Planomonospora corallina"
"Planomonospora parontospora"
"Planomonospora parontospora subsp. antibiotica"
"Planomonospora sp."
"Planomonospora sphaerica"
"Planomonospora venezuelensis"
"Planosporangium flavigriseum"
"Planosporangium mesophilum"
"Planosporangium sp."
"Planosporangium thailandense"
"Planotetraspora kaengkrachanensis"
"Planotetraspora mira"
"Planotetraspora phitsanulokensis"
"Planotetraspora silvatica"
"Planotetraspora thailandica"
"Plantactinospora endophytica"
"Plantactinospora mayteni"
"Plantactinospora siamensis"
"Plantactinospora solaniradicis"
"Plantactinospora sonchi"
"Plantactinospora soyae"
"Plantactinospora veratri"
"Plantibacter auratus"
"Plantibacter flavus"
"Plantibacter sp."
"Plasticicumulans acidivorans"
"Plasticicumulans lactativorans"
"Pleionea mediterranea"
"Pleionea sediminis"
"Pleomorphochaeta caudata"
"Pleomorphochaeta multiformis"
"Pleomorphochaeta naphthae"
"Pleomorphochaeta sp."
